,County,Day,Cases,Week,Date,Population,Rate,Change,Double,Increase,Total
0,Alachua,0,0.0,1,3/2/20,263753.0,0.0,0.0,No,,0.0
72,Alachua,1,0.0,1,3/3/20,263753.0,0.0,0.0,No,,0.0
144,Alachua,2,0.0,1,3/4/20,263753.0,0.0,0.0,No,,0.0
216,Alachua,3,0.0,1,3/5/20,263753.0,0.0,0.0,No,,0.0
288,Alachua,4,0.0,1,3/6/20,263753.0,0.0,0.0,No,,0.0
360,Alachua,5,0.0,1,3/7/20,263753.0,0.0,0.0,No,,0.0
432,Alachua,6,0.0,1,3/8/20,263753.0,0.0,0.0,No,,0.0
504,Alachua,7,1.0,2,3/9/20,263753.0,0.3791426069087366,1.0,Yes,100.0,0.3791426069087366
576,Alachua,8,0.0,2,3/10/20,263753.0,0.0,-1.0,No,-0.0,0.3791426069087366
648,Alachua,9,0.0,2,3/11/20,263753.0,0.0,0.0,No,,0.0
720,Alachua,10,1.0,2,3/12/20,263753.0,0.3791426069087366,1.0,Yes,100.0,0.3791426069087366
792,Alachua,11,1.0,2,3/13/20,263753.0,0.3791426069087366,0.0,Yes,inf,0.7582852138174732
864,Alachua,12,0.0,2,3/14/20,263753.0,0.0,-1.0,No,-0.0,0.3791426069087366
936,Alachua,13,1.0,2,3/15/20,263753.0,0.3791426069087366,1.0,Yes,100.0,0.3791426069087366
1008,Alachua,14,2.0,3,3/16/20,263753.0,0.7582852138174732,1.0,Yes,200.0,1.1374278207262098
1080,Alachua,15,3.0,3,3/17/20,263753.0,1.1374278207262098,1.0,Yes,300.0,1.895713034543683
1152,Alachua,16,2.0,3,3/18/20,263753.0,0.7582852138174732,-1.0,No,-200.0,1.895713034543683
1224,Alachua,17,5.0,3,3/19/20,263753.0,1.8957130345436828,3.0,Yes,166.66666666666669,2.653998248361156
1296,Alachua,18,13.0,3,3/20/20,263753.0,4.928853889813576,8.0,Yes,162.5,6.824566924357258
1368,Alachua,19,6.0,3,3/21/20,263753.0,2.2748556414524197,-7.0,No,-85.71428571428571,7.203709531265996
1,Baker,0,0.0,1,3/2/20,27488.0,0.0,0.0,No,,0.0
73,Baker,1,0.0,1,3/3/20,27488.0,0.0,0.0,No,,0.0
145,Baker,2,0.0,1,3/4/20,27488.0,0.0,0.0,No,,0.0
217,Baker,3,0.0,1,3/5/20,27488.0,0.0,0.0,No,,0.0
289,Baker,4,0.0,1,3/6/20,27488.0,0.0,0.0,No,,0.0
361,Baker,5,0.0,1,3/7/20,27488.0,0.0,0.0,No,,0.0
433,Baker,6,0.0,1,3/8/20,27488.0,0.0,0.0,No,,0.0
505,Baker,7,0.0,2,3/9/20,27488.0,0.0,0.0,No,,0.0
577,Baker,8,0.0,2,3/10/20,27488.0,0.0,0.0,No,,0.0
649,Baker,9,0.0,2,3/11/20,27488.0,0.0,0.0,No,,0.0
721,Baker,10,0.0,2,3/12/20,27488.0,0.0,0.0,No,,0.0
793,Baker,11,0.0,2,3/13/20,27488.0,0.0,0.0,No,,0.0
865,Baker,12,0.0,2,3/14/20,27488.0,0.0,0.0,No,,0.0
937,Baker,13,0.0,2,3/15/20,27488.0,0.0,0.0,No,,0.0
1009,Baker,14,0.0,3,3/16/20,27488.0,0.0,0.0,No,,0.0
1081,Baker,15,0.0,3,3/17/20,27488.0,0.0,0.0,No,,0.0
1153,Baker,16,0.0,3,3/18/20,27488.0,0.0,0.0,No,,0.0
1225,Baker,17,1.0,3,3/19/20,27488.0,3.637951105937136,1.0,Yes,100.0,3.637951105937136
1297,Baker,18,0.0,3,3/20/20,27488.0,0.0,-1.0,No,-0.0,3.637951105937136
1369,Baker,19,1.0,3,3/21/20,27488.0,3.637951105937136,1.0,Yes,100.0,3.637951105937136
2,Bay,0,0.0,1,3/2/20,182218.0,0.0,0.0,No,,0.0
74,Bay,1,0.0,1,3/3/20,182218.0,0.0,0.0,No,,0.0
146,Bay,2,0.0,1,3/4/20,182218.0,0.0,0.0,No,,0.0
218,Bay,3,0.0,1,3/5/20,182218.0,0.0,0.0,No,,0.0
290,Bay,4,0.0,1,3/6/20,182218.0,0.0,0.0,No,,0.0
362,Bay,5,0.0,1,3/7/20,182218.0,0.0,0.0,No,,0.0
434,Bay,6,0.0,1,3/8/20,182218.0,0.0,0.0,No,,0.0
506,Bay,7,0.0,2,3/9/20,182218.0,0.0,0.0,No,,0.0
578,Bay,8,0.0,2,3/10/20,182218.0,0.0,0.0,No,,0.0
650,Bay,9,0.0,2,3/11/20,182218.0,0.0,0.0,No,,0.0
722,Bay,10,0.0,2,3/12/20,182218.0,0.0,0.0,No,,0.0
794,Bay,11,0.0,2,3/13/20,182218.0,0.0,0.0,No,,0.0
866,Bay,12,0.0,2,3/14/20,182218.0,0.0,0.0,No,,0.0
938,Bay,13,0.0,2,3/15/20,182218.0,0.0,0.0,No,,0.0
1010,Bay,14,0.0,3,3/16/20,182218.0,0.0,0.0,No,,0.0
1082,Bay,15,0.0,3,3/17/20,182218.0,0.0,0.0,No,,0.0
1154,Bay,16,0.0,3,3/18/20,182218.0,0.0,0.0,No,,0.0
1226,Bay,17,0.0,3,3/19/20,182218.0,0.0,0.0,No,,0.0
1298,Bay,18,1.0,3,3/20/20,182218.0,0.5487932037449648,1.0,Yes,100.0,0.5487932037449648
1370,Bay,19,0.0,3,3/21/20,182218.0,0.0,-1.0,No,-0.0,0.5487932037449648
3,Bradford,0,0.0,1,3/2/20,28083.0,0.0,0.0,No,,0.0
75,Bradford,1,0.0,1,3/3/20,28083.0,0.0,0.0,No,,0.0
147,Bradford,2,0.0,1,3/4/20,28083.0,0.0,0.0,No,,0.0
219,Bradford,3,0.0,1,3/5/20,28083.0,0.0,0.0,No,,0.0
291,Bradford,4,0.0,1,3/6/20,28083.0,0.0,0.0,No,,0.0
363,Bradford,5,0.0,1,3/7/20,28083.0,0.0,0.0,No,,0.0
435,Bradford,6,0.0,1,3/8/20,28083.0,0.0,0.0,No,,0.0
507,Bradford,7,0.0,2,3/9/20,28083.0,0.0,0.0,No,,0.0
579,Bradford,8,0.0,2,3/10/20,28083.0,0.0,0.0,No,,0.0
651,Bradford,9,0.0,2,3/11/20,28083.0,0.0,0.0,No,,0.0
723,Bradford,10,0.0,2,3/12/20,28083.0,0.0,0.0,No,,0.0
795,Bradford,11,0.0,2,3/13/20,28083.0,0.0,0.0,No,,0.0
867,Bradford,12,0.0,2,3/14/20,28083.0,0.0,0.0,No,,0.0
939,Bradford,13,0.0,2,3/15/20,28083.0,0.0,0.0,No,,0.0
1011,Bradford,14,0.0,3,3/16/20,28083.0,0.0,0.0,No,,0.0
1083,Bradford,15,0.0,3,3/17/20,28083.0,0.0,0.0,No,,0.0
1155,Bradford,16,0.0,3,3/18/20,28083.0,0.0,0.0,No,,0.0
1227,Bradford,17,0.0,3,3/19/20,28083.0,0.0,0.0,No,,0.0
1299,Bradford,18,0.0,3,3/20/20,28083.0,0.0,0.0,No,,0.0
1371,Bradford,19,1.0,3,3/21/20,28083.0,3.5608731260905175,1.0,Yes,100.0,3.5608731260905175
4,Brevard,0,0.0,1,3/2/20,584050.0,0.0,0.0,No,,0.0
76,Brevard,1,0.0,1,3/3/20,584050.0,0.0,0.0,No,,0.0
148,Brevard,2,0.0,1,3/4/20,584050.0,0.0,0.0,No,,0.0
220,Brevard,3,0.0,1,3/5/20,584050.0,0.0,0.0,No,,0.0
292,Brevard,4,0.0,1,3/6/20,584050.0,0.0,0.0,No,,0.0
364,Brevard,5,0.0,1,3/7/20,584050.0,0.0,0.0,No,,0.0
436,Brevard,6,0.0,1,3/8/20,584050.0,0.0,0.0,No,,0.0
508,Brevard,7,0.0,2,3/9/20,584050.0,0.0,0.0,No,,0.0
580,Brevard,8,0.0,2,3/10/20,584050.0,0.0,0.0,No,,0.0
652,Brevard,9,0.0,2,3/11/20,584050.0,0.0,0.0,No,,0.0
724,Brevard,10,0.0,2,3/12/20,584050.0,0.0,0.0,No,,0.0
796,Brevard,11,0.0,2,3/13/20,584050.0,0.0,0.0,No,,0.0
868,Brevard,12,0.0,2,3/14/20,584050.0,0.0,0.0,No,,0.0
940,Brevard,13,0.0,2,3/15/20,584050.0,0.0,0.0,No,,0.0
1012,Brevard,14,1.0,3,3/16/20,584050.0,0.1712182176183546,1.0,Yes,100.0,0.1712182176183546
1084,Brevard,15,1.0,3,3/17/20,584050.0,0.1712182176183546,0.0,Yes,inf,0.3424364352367092
1156,Brevard,16,1.0,3,3/18/20,584050.0,0.1712182176183546,0.0,Yes,inf,0.3424364352367092
1228,Brevard,17,1.0,3,3/19/20,584050.0,0.1712182176183546,0.0,Yes,inf,0.3424364352367092
1300,Brevard,18,1.0,3,3/20/20,584050.0,0.1712182176183546,0.0,Yes,inf,0.3424364352367092
1372,Brevard,19,2.0,3,3/21/20,584050.0,0.3424364352367092,1.0,Yes,200.0,0.5136546528550638
5,Broward,0,0.0,1,3/2/20,1903210.0,0.0,0.0,No,,0.0
77,Broward,1,0.0,1,3/3/20,1903210.0,0.0,0.0,No,,0.0
149,Broward,2,0.0,1,3/4/20,1903210.0,0.0,0.0,No,,0.0
221,Broward,3,0.0,1,3/5/20,1903210.0,0.0,0.0,No,,0.0
293,Broward,4,2.0,1,3/6/20,1903210.0,0.10508561850767913,2.0,Yes,100.0,0.10508561850767913
365,Broward,5,0.0,1,3/7/20,1903210.0,0.0,-2.0,No,-0.0,0.10508561850767913
437,Broward,6,1.0,1,3/8/20,1903210.0,0.05254280925383956,1.0,Yes,100.0,0.05254280925383956
509,Broward,7,1.0,2,3/9/20,1903210.0,0.05254280925383956,0.0,Yes,inf,0.10508561850767913
581,Broward,8,0.0,2,3/10/20,1903210.0,0.0,-1.0,No,-0.0,0.05254280925383956
653,Broward,9,3.0,2,3/11/20,1903210.0,0.1576284277615187,3.0,Yes,100.0,0.1576284277615187
725,Broward,10,5.0,2,3/12/20,1903210.0,0.2627140462691978,2.0,Yes,250.0,0.4203424740307165
797,Broward,11,13.0,2,3/13/20,1903210.0,0.6830565202999144,8.0,Yes,162.5,0.9457705665691122
869,Broward,12,16.0,2,3/14/20,1903210.0,0.840684948061433,3.0,Yes,533.3333333333333,1.5237414683613473
941,Broward,13,6.0,2,3/15/20,1903210.0,0.3152568555230374,-10.0,No,-60.0,1.1559418035844704
1013,Broward,14,8.0,3,3/16/20,1903210.0,0.4203424740307165,2.0,Yes,400.0,0.735599329553754
1085,Broward,15,27.0,3,3/17/20,1903210.0,1.4186558498536683,19.0,Yes,142.10526315789474,1.8389983238843848
1157,Broward,16,13.0,3,3/18/20,1903210.0,0.6830565202999144,-14.0,No,-92.85714285714286,2.1017123701535825
1229,Broward,17,31.0,3,3/19/20,1903210.0,1.6288270868690264,18.0,Yes,172.22222222222223,2.311883607168941
1301,Broward,18,39.0,3,3/20/20,1903210.0,2.049169560899743,8.0,Yes,487.5,3.6779966477687696
1373,Broward,19,52.0,3,3/21/20,1903210.0,2.7322260811996575,13.0,Yes,400.0,4.781395642099401
47,Calhoun,0,0.0,1,3/2/20,15315.0,0.0,0.0,No,,0.0
119,Calhoun,1,0.0,1,3/3/20,15315.0,0.0,0.0,No,,0.0
191,Calhoun,2,0.0,1,3/4/20,15315.0,0.0,0.0,No,,0.0
263,Calhoun,3,0.0,1,3/5/20,15315.0,0.0,0.0,No,,0.0
335,Calhoun,4,0.0,1,3/6/20,15315.0,0.0,0.0,No,,0.0
407,Calhoun,5,0.0,1,3/7/20,15315.0,0.0,0.0,No,,0.0
479,Calhoun,6,0.0,1,3/8/20,15315.0,0.0,0.0,No,,0.0
551,Calhoun,7,0.0,2,3/9/20,15315.0,0.0,0.0,No,,0.0
623,Calhoun,8,0.0,2,3/10/20,15315.0,0.0,0.0,No,,0.0
695,Calhoun,9,0.0,2,3/11/20,15315.0,0.0,0.0,No,,0.0
767,Calhoun,10,0.0,2,3/12/20,15315.0,0.0,0.0,No,,0.0
839,Calhoun,11,0.0,2,3/13/20,15315.0,0.0,0.0,No,,0.0
911,Calhoun,12,0.0,2,3/14/20,15315.0,0.0,0.0,No,,0.0
983,Calhoun,13,0.0,2,3/15/20,15315.0,0.0,0.0,No,,0.0
1055,Calhoun,14,0.0,3,3/16/20,15315.0,0.0,0.0,No,,0.0
1127,Calhoun,15,0.0,3,3/17/20,15315.0,0.0,0.0,No,,0.0
1199,Calhoun,16,0.0,3,3/18/20,15315.0,0.0,0.0,No,,0.0
1271,Calhoun,17,0.0,3,3/19/20,15315.0,0.0,0.0,No,,0.0
1343,Calhoun,18,0.0,3,3/20/20,15315.0,0.0,0.0,No,,0.0
1415,Calhoun,19,0.0,3,3/21/20,15315.0,0.0,0.0,No,,0.0
6,Charlotte,0,0.0,1,3/2/20,175413.0,0.0,0.0,No,,0.0
78,Charlotte,1,0.0,1,3/3/20,175413.0,0.0,0.0,No,,0.0
150,Charlotte,2,0.0,1,3/4/20,175413.0,0.0,0.0,No,,0.0
222,Charlotte,3,0.0,1,3/5/20,175413.0,0.0,0.0,No,,0.0
294,Charlotte,4,0.0,1,3/6/20,175413.0,0.0,0.0,No,,0.0
366,Charlotte,5,0.0,1,3/7/20,175413.0,0.0,0.0,No,,0.0
438,Charlotte,6,1.0,1,3/8/20,175413.0,0.5700831751352523,1.0,Yes,100.0,0.5700831751352523
510,Charlotte,7,0.0,2,3/9/20,175413.0,0.0,-1.0,No,-0.0,0.5700831751352523
582,Charlotte,8,0.0,2,3/10/20,175413.0,0.0,0.0,No,,0.0
654,Charlotte,9,0.0,2,3/11/20,175413.0,0.0,0.0,No,,0.0
726,Charlotte,10,0.0,2,3/12/20,175413.0,0.0,0.0,No,,0.0
798,Charlotte,11,0.0,2,3/13/20,175413.0,0.0,0.0,No,,0.0
870,Charlotte,12,0.0,2,3/14/20,175413.0,0.0,0.0,No,,0.0
942,Charlotte,13,0.0,2,3/15/20,175413.0,0.0,0.0,No,,0.0
1014,Charlotte,14,0.0,3,3/16/20,175413.0,0.0,0.0,No,,0.0
1086,Charlotte,15,0.0,3,3/17/20,175413.0,0.0,0.0,No,,0.0
1158,Charlotte,16,0.0,3,3/18/20,175413.0,0.0,0.0,No,,0.0
1230,Charlotte,17,1.0,3,3/19/20,175413.0,0.5700831751352523,1.0,Yes,100.0,0.5700831751352523
1302,Charlotte,18,0.0,3,3/20/20,175413.0,0.0,-1.0,No,-0.0,0.5700831751352523
1374,Charlotte,19,0.0,3,3/21/20,175413.0,0.0,0.0,No,,0.0
7,Citrus,0,0.0,1,3/2/20,145164.0,0.0,0.0,No,,0.0
79,Citrus,1,0.0,1,3/3/20,145164.0,0.0,0.0,No,,0.0
151,Citrus,2,0.0,1,3/4/20,145164.0,0.0,0.0,No,,0.0
223,Citrus,3,0.0,1,3/5/20,145164.0,0.0,0.0,No,,0.0
295,Citrus,4,0.0,1,3/6/20,145164.0,0.0,0.0,No,,0.0
367,Citrus,5,0.0,1,3/7/20,145164.0,0.0,0.0,No,,0.0
439,Citrus,6,0.0,1,3/8/20,145164.0,0.0,0.0,No,,0.0
511,Citrus,7,0.0,2,3/9/20,145164.0,0.0,0.0,No,,0.0
583,Citrus,8,0.0,2,3/10/20,145164.0,0.0,0.0,No,,0.0
655,Citrus,9,0.0,2,3/11/20,145164.0,0.0,0.0,No,,0.0
727,Citrus,10,0.0,2,3/12/20,145164.0,0.0,0.0,No,,0.0
799,Citrus,11,0.0,2,3/13/20,145164.0,0.0,0.0,No,,0.0
871,Citrus,12,1.0,2,3/14/20,145164.0,0.6888760298696647,1.0,Yes,100.0,0.6888760298696647
943,Citrus,13,0.0,2,3/15/20,145164.0,0.0,-1.0,No,-0.0,0.6888760298696647
1015,Citrus,14,1.0,3,3/16/20,145164.0,0.6888760298696647,1.0,Yes,100.0,0.6888760298696647
1087,Citrus,15,1.0,3,3/17/20,145164.0,0.6888760298696647,0.0,Yes,inf,1.3777520597393293
1159,Citrus,16,0.0,3,3/18/20,145164.0,0.0,-1.0,No,-0.0,0.6888760298696647
1231,Citrus,17,2.0,3,3/19/20,145164.0,1.3777520597393293,2.0,Yes,100.0,1.3777520597393293
1303,Citrus,18,3.0,3,3/20/20,145164.0,2.0666280896089937,1.0,Yes,300.0,3.444380149348323
1375,Citrus,19,0.0,3,3/21/20,145164.0,0.0,-3.0,No,-0.0,2.0666280896089937
8,Clay,0,0.0,1,3/2/20,213565.0,0.0,0.0,No,,0.0
80,Clay,1,0.0,1,3/3/20,213565.0,0.0,0.0,No,,0.0
152,Clay,2,0.0,1,3/4/20,213565.0,0.0,0.0,No,,0.0
224,Clay,3,0.0,1,3/5/20,213565.0,0.0,0.0,No,,0.0
296,Clay,4,0.0,1,3/6/20,213565.0,0.0,0.0,No,,0.0
368,Clay,5,0.0,1,3/7/20,213565.0,0.0,0.0,No,,0.0
440,Clay,6,0.0,1,3/8/20,213565.0,0.0,0.0,No,,0.0
512,Clay,7,0.0,2,3/9/20,213565.0,0.0,0.0,No,,0.0
584,Clay,8,0.0,2,3/10/20,213565.0,0.0,0.0,No,,0.0
656,Clay,9,0.0,2,3/11/20,213565.0,0.0,0.0,No,,0.0
728,Clay,10,1.0,2,3/12/20,213565.0,0.4682415189754876,1.0,Yes,100.0,0.4682415189754876
800,Clay,11,2.0,2,3/13/20,213565.0,0.9364830379509752,1.0,Yes,200.0,1.4047245569264628
872,Clay,12,0.0,2,3/14/20,213565.0,0.0,-2.0,No,-0.0,0.9364830379509752
944,Clay,13,0.0,2,3/15/20,213565.0,0.0,0.0,No,,0.0
1016,Clay,14,1.0,3,3/16/20,213565.0,0.4682415189754876,1.0,Yes,100.0,0.4682415189754876
1088,Clay,15,0.0,3,3/17/20,213565.0,0.0,-1.0,No,-0.0,0.4682415189754876
1160,Clay,16,0.0,3,3/18/20,213565.0,0.0,0.0,No,,0.0
1232,Clay,17,1.0,3,3/19/20,213565.0,0.4682415189754876,1.0,Yes,100.0,0.4682415189754876
1304,Clay,18,1.0,3,3/20/20,213565.0,0.4682415189754876,0.0,Yes,inf,0.9364830379509752
1376,Clay,19,1.0,3,3/21/20,213565.0,0.4682415189754876,0.0,Yes,inf,0.9364830379509752
9,Collier,0,0.0,1,3/2/20,367471.0,0.0,0.0,No,,0.0
81,Collier,1,0.0,1,3/3/20,367471.0,0.0,0.0,No,,0.0
153,Collier,2,0.0,1,3/4/20,367471.0,0.0,0.0,No,,0.0
225,Collier,3,0.0,1,3/5/20,367471.0,0.0,0.0,No,,0.0
297,Collier,4,0.0,1,3/6/20,367471.0,0.0,0.0,No,,0.0
369,Collier,5,0.0,1,3/7/20,367471.0,0.0,0.0,No,,0.0
441,Collier,6,0.0,1,3/8/20,367471.0,0.0,0.0,No,,0.0
513,Collier,7,0.0,2,3/9/20,367471.0,0.0,0.0,No,,0.0
585,Collier,8,3.0,2,3/10/20,367471.0,0.8163909532997162,3.0,Yes,100.0,0.8163909532997162
657,Collier,9,0.0,2,3/11/20,367471.0,0.0,-3.0,No,-0.0,0.8163909532997162
729,Collier,10,0.0,2,3/12/20,367471.0,0.0,0.0,No,,0.0
801,Collier,11,1.0,2,3/13/20,367471.0,0.27213031776657204,1.0,Yes,100.0,0.27213031776657204
873,Collier,12,2.0,2,3/14/20,367471.0,0.5442606355331441,1.0,Yes,200.0,0.8163909532997161
945,Collier,13,1.0,2,3/15/20,367471.0,0.27213031776657204,-1.0,No,-100.0,0.8163909532997161
1017,Collier,14,1.0,3,3/16/20,367471.0,0.27213031776657204,0.0,Yes,inf,0.5442606355331441
1089,Collier,15,5.0,3,3/17/20,367471.0,1.3606515888328603,4.0,Yes,125.0,1.6327819065994325
1161,Collier,16,5.0,3,3/18/20,367471.0,1.3606515888328603,0.0,Yes,inf,2.7213031776657206
1233,Collier,17,9.0,3,3/19/20,367471.0,2.4491728598991487,4.0,Yes,225.0,3.8098244487320088
1305,Collier,18,1.0,3,3/20/20,367471.0,0.27213031776657204,-8.0,No,-12.5,2.7213031776657206
1377,Collier,19,5.0,3,3/21/20,367471.0,1.3606515888328603,4.0,Yes,125.0,1.6327819065994325
10,Columbia,0,0.0,1,3/2/20,69566.0,0.0,0.0,No,,0.0
82,Columbia,1,0.0,1,3/3/20,69566.0,0.0,0.0,No,,0.0
154,Columbia,2,0.0,1,3/4/20,69566.0,0.0,0.0,No,,0.0
226,Columbia,3,0.0,1,3/5/20,69566.0,0.0,0.0,No,,0.0
298,Columbia,4,0.0,1,3/6/20,69566.0,0.0,0.0,No,,0.0
370,Columbia,5,0.0,1,3/7/20,69566.0,0.0,0.0,No,,0.0
442,Columbia,6,0.0,1,3/8/20,69566.0,0.0,0.0,No,,0.0
514,Columbia,7,0.0,2,3/9/20,69566.0,0.0,0.0,No,,0.0
586,Columbia,8,0.0,2,3/10/20,69566.0,0.0,0.0,No,,0.0
658,Columbia,9,0.0,2,3/11/20,69566.0,0.0,0.0,No,,0.0
730,Columbia,10,0.0,2,3/12/20,69566.0,0.0,0.0,No,,0.0
802,Columbia,11,0.0,2,3/13/20,69566.0,0.0,0.0,No,,0.0
874,Columbia,12,0.0,2,3/14/20,69566.0,0.0,0.0,No,,0.0
946,Columbia,13,0.0,2,3/15/20,69566.0,0.0,0.0,No,,0.0
1018,Columbia,14,0.0,3,3/16/20,69566.0,0.0,0.0,No,,0.0
1090,Columbia,15,0.0,3,3/17/20,69566.0,0.0,0.0,No,,0.0
1162,Columbia,16,0.0,3,3/18/20,69566.0,0.0,0.0,No,,0.0
1234,Columbia,17,0.0,3,3/19/20,69566.0,0.0,0.0,No,,0.0
1306,Columbia,18,1.0,3,3/20/20,69566.0,1.4374838283069316,1.0,Yes,100.0,1.4374838283069316
1378,Columbia,19,1.0,3,3/21/20,69566.0,1.4374838283069316,0.0,Yes,inf,2.874967656613863
11,Dade,0,0.0,1,3/2/20,,,0.0,No,,0.0
83,Dade,1,0.0,1,3/3/20,,,0.0,No,,
155,Dade,2,1.0,1,3/4/20,,,1.0,Yes,100.0,
227,Dade,3,0.0,1,3/5/20,,,-1.0,No,-0.0,
299,Dade,4,0.0,1,3/6/20,,,0.0,No,,
371,Dade,5,0.0,1,3/7/20,,,0.0,No,,
443,Dade,6,0.0,1,3/8/20,,,0.0,No,,
515,Dade,7,0.0,2,3/9/20,,,0.0,No,,
587,Dade,8,0.0,2,3/10/20,,,0.0,No,,
659,Dade,9,1.0,2,3/11/20,,,1.0,Yes,100.0,
731,Dade,10,2.0,2,3/12/20,,,1.0,Yes,200.0,
803,Dade,11,10.0,2,3/13/20,,,8.0,Yes,125.0,
875,Dade,12,8.0,2,3/14/20,,,-2.0,No,-400.0,
947,Dade,13,7.0,2,3/15/20,,,-1.0,No,-700.0,
1019,Dade,14,26.0,3,3/16/20,,,19.0,Yes,136.8421052631579,
1091,Dade,15,24.0,3,3/17/20,,,-2.0,No,-1200.0,
1163,Dade,16,23.0,3,3/18/20,,,-1.0,No,-2300.0,
1235,Dade,17,23.0,3,3/19/20,,,0.0,Yes,inf,
1307,Dade,18,50.0,3,3/20/20,,,27.0,Yes,185.1851851851852,
1379,Dade,19,53.0,3,3/21/20,,,3.0,Yes,1766.6666666666667,
12,Desoto,0,0.0,1,3/2/20,35940.0,0.0,0.0,No,,0.0
84,Desoto,1,0.0,1,3/3/20,35940.0,0.0,0.0,No,,0.0
156,Desoto,2,0.0,1,3/4/20,35940.0,0.0,0.0,No,,0.0
228,Desoto,3,0.0,1,3/5/20,35940.0,0.0,0.0,No,,0.0
300,Desoto,4,0.0,1,3/6/20,35940.0,0.0,0.0,No,,0.0
372,Desoto,5,0.0,1,3/7/20,35940.0,0.0,0.0,No,,0.0
444,Desoto,6,0.0,1,3/8/20,35940.0,0.0,0.0,No,,0.0
516,Desoto,7,0.0,2,3/9/20,35940.0,0.0,0.0,No,,0.0
588,Desoto,8,0.0,2,3/10/20,35940.0,0.0,0.0,No,,0.0
660,Desoto,9,0.0,2,3/11/20,35940.0,0.0,0.0,No,,0.0
732,Desoto,10,0.0,2,3/12/20,35940.0,0.0,0.0,No,,0.0
804,Desoto,11,0.0,2,3/13/20,35940.0,0.0,0.0,No,,0.0
876,Desoto,12,0.0,2,3/14/20,35940.0,0.0,0.0,No,,0.0
948,Desoto,13,0.0,2,3/15/20,35940.0,0.0,0.0,No,,0.0
1020,Desoto,14,0.0,3,3/16/20,35940.0,0.0,0.0,No,,0.0
1092,Desoto,15,0.0,3,3/17/20,35940.0,0.0,0.0,No,,0.0
1164,Desoto,16,0.0,3,3/18/20,35940.0,0.0,0.0,No,,0.0
1236,Desoto,17,0.0,3,3/19/20,35940.0,0.0,0.0,No,,0.0
1308,Desoto,18,0.0,3,3/20/20,35940.0,0.0,0.0,No,,0.0
1380,Desoto,19,1.0,3,3/21/20,35940.0,2.7824151363383414,1.0,Yes,100.0,2.7824151363383414
49,Dixie,0,0.0,1,3/2/20,16767.0,0.0,0.0,No,,0.0
