,County,Day,Cases,Week,Date,Population,Rate,Change,Double
0,Alachua,0,0.0,1,3/2/20,263753.0,0.0,0.0,No
69,Alachua,1,0.0,1,3/3/20,263753.0,0.0,0.0,No
138,Alachua,2,0.0,1,3/4/20,263753.0,0.0,0.0,No
207,Alachua,3,0.0,1,3/5/20,263753.0,0.0,0.0,No
276,Alachua,4,0.0,1,3/6/20,263753.0,0.0,0.0,No
345,Alachua,5,0.0,1,3/7/20,263753.0,0.0,0.0,No
414,Alachua,6,0.0,1,3/8/20,263753.0,0.0,0.0,No
483,Alachua,7,0.0,2,3/9/20,263753.0,0.0,0.0,No
552,Alachua,8,1.0,2,3/10/20,263753.0,0.3791426069087366,1.0,Yes
621,Alachua,9,0.0,2,3/11/20,263753.0,0.0,-1.0,No
690,Alachua,10,0.0,2,3/12/20,263753.0,0.0,0.0,No
759,Alachua,11,1.0,2,3/13/20,263753.0,0.3791426069087366,1.0,Yes
828,Alachua,12,1.0,2,3/14/20,263753.0,0.3791426069087366,0.0,Yes
897,Alachua,13,0.0,2,3/15/20,263753.0,0.0,-1.0,No
966,Alachua,14,1.0,3,3/16/20,263753.0,0.3791426069087366,1.0,Yes
1035,Alachua,15,2.0,3,3/17/20,263753.0,0.7582852138174732,1.0,Yes
1104,Alachua,16,3.0,3,3/18/20,263753.0,1.1374278207262098,1.0,Yes
1173,Alachua,17,2.0,3,3/19/20,263753.0,0.7582852138174732,-1.0,No
1242,Alachua,18,5.0,3,3/20/20,263753.0,1.8957130345436828,3.0,Yes
1311,Alachua,19,13.0,3,3/21/20,263753.0,4.928853889813576,8.0,Yes
1380,Alachua,20,5.0,3,3/22/20,263753.0,1.8957130345436828,-8.0,No
1449,Alachua,21,2.0,4,3/23/20,263753.0,0.7582852138174732,-3.0,No
1518,Alachua,22,1.0,4,3/24/20,263753.0,0.3791426069087366,-1.0,No
1,Baker,0,0.0,1,3/2/20,27488.0,0.0,0.0,No
70,Baker,1,0.0,1,3/3/20,27488.0,0.0,0.0,No
139,Baker,2,0.0,1,3/4/20,27488.0,0.0,0.0,No
208,Baker,3,0.0,1,3/5/20,27488.0,0.0,0.0,No
277,Baker,4,0.0,1,3/6/20,27488.0,0.0,0.0,No
346,Baker,5,0.0,1,3/7/20,27488.0,0.0,0.0,No
415,Baker,6,0.0,1,3/8/20,27488.0,0.0,0.0,No
484,Baker,7,0.0,2,3/9/20,27488.0,0.0,0.0,No
553,Baker,8,0.0,2,3/10/20,27488.0,0.0,0.0,No
622,Baker,9,0.0,2,3/11/20,27488.0,0.0,0.0,No
691,Baker,10,0.0,2,3/12/20,27488.0,0.0,0.0,No
760,Baker,11,0.0,2,3/13/20,27488.0,0.0,0.0,No
829,Baker,12,0.0,2,3/14/20,27488.0,0.0,0.0,No
898,Baker,13,0.0,2,3/15/20,27488.0,0.0,0.0,No
967,Baker,14,0.0,3,3/16/20,27488.0,0.0,0.0,No
1036,Baker,15,0.0,3,3/17/20,27488.0,0.0,0.0,No
1105,Baker,16,0.0,3,3/18/20,27488.0,0.0,0.0,No
1174,Baker,17,0.0,3,3/19/20,27488.0,0.0,0.0,No
1243,Baker,18,1.0,3,3/20/20,27488.0,3.637951105937136,1.0,Yes
1312,Baker,19,0.0,3,3/21/20,27488.0,0.0,-1.0,No
1381,Baker,20,2.0,3,3/22/20,27488.0,7.275902211874272,2.0,Yes
1450,Baker,21,0.0,4,3/23/20,27488.0,0.0,-2.0,No
1519,Baker,22,1.0,4,3/24/20,27488.0,3.637951105937136,1.0,Yes
2,Bay,0,0.0,1,3/2/20,182218.0,0.0,0.0,No
71,Bay,1,0.0,1,3/3/20,182218.0,0.0,0.0,No
140,Bay,2,0.0,1,3/4/20,182218.0,0.0,0.0,No
209,Bay,3,0.0,1,3/5/20,182218.0,0.0,0.0,No
278,Bay,4,0.0,1,3/6/20,182218.0,0.0,0.0,No
347,Bay,5,0.0,1,3/7/20,182218.0,0.0,0.0,No
416,Bay,6,0.0,1,3/8/20,182218.0,0.0,0.0,No
485,Bay,7,0.0,2,3/9/20,182218.0,0.0,0.0,No
554,Bay,8,0.0,2,3/10/20,182218.0,0.0,0.0,No
623,Bay,9,0.0,2,3/11/20,182218.0,0.0,0.0,No
692,Bay,10,0.0,2,3/12/20,182218.0,0.0,0.0,No
761,Bay,11,0.0,2,3/13/20,182218.0,0.0,0.0,No
830,Bay,12,0.0,2,3/14/20,182218.0,0.0,0.0,No
899,Bay,13,0.0,2,3/15/20,182218.0,0.0,0.0,No
968,Bay,14,0.0,3,3/16/20,182218.0,0.0,0.0,No
1037,Bay,15,0.0,3,3/17/20,182218.0,0.0,0.0,No
1106,Bay,16,0.0,3,3/18/20,182218.0,0.0,0.0,No
1175,Bay,17,0.0,3,3/19/20,182218.0,0.0,0.0,No
1244,Bay,18,0.0,3,3/20/20,182218.0,0.0,0.0,No
1313,Bay,19,1.0,3,3/21/20,182218.0,0.5487932037449648,1.0,Yes
1382,Bay,20,0.0,3,3/22/20,182218.0,0.0,-1.0,No
1451,Bay,21,0.0,4,3/23/20,182218.0,0.0,0.0,No
1520,Bay,22,0.0,4,3/24/20,182218.0,0.0,0.0,No
3,Bradford,0,0.0,1,3/2/20,28083.0,0.0,0.0,No
72,Bradford,1,0.0,1,3/3/20,28083.0,0.0,0.0,No
141,Bradford,2,0.0,1,3/4/20,28083.0,0.0,0.0,No
210,Bradford,3,0.0,1,3/5/20,28083.0,0.0,0.0,No
279,Bradford,4,0.0,1,3/6/20,28083.0,0.0,0.0,No
348,Bradford,5,0.0,1,3/7/20,28083.0,0.0,0.0,No
417,Bradford,6,0.0,1,3/8/20,28083.0,0.0,0.0,No
486,Bradford,7,0.0,2,3/9/20,28083.0,0.0,0.0,No
555,Bradford,8,0.0,2,3/10/20,28083.0,0.0,0.0,No
624,Bradford,9,0.0,2,3/11/20,28083.0,0.0,0.0,No
693,Bradford,10,0.0,2,3/12/20,28083.0,0.0,0.0,No
762,Bradford,11,0.0,2,3/13/20,28083.0,0.0,0.0,No
831,Bradford,12,0.0,2,3/14/20,28083.0,0.0,0.0,No
900,Bradford,13,0.0,2,3/15/20,28083.0,0.0,0.0,No
969,Bradford,14,0.0,3,3/16/20,28083.0,0.0,0.0,No
1038,Bradford,15,0.0,3,3/17/20,28083.0,0.0,0.0,No
1107,Bradford,16,0.0,3,3/18/20,28083.0,0.0,0.0,No
1176,Bradford,17,0.0,3,3/19/20,28083.0,0.0,0.0,No
1245,Bradford,18,0.0,3,3/20/20,28083.0,0.0,0.0,No
1314,Bradford,19,0.0,3,3/21/20,28083.0,0.0,0.0,No
1383,Bradford,20,1.0,3,3/22/20,28083.0,3.5608731260905175,1.0,Yes
1452,Bradford,21,0.0,4,3/23/20,28083.0,0.0,-1.0,No
1521,Bradford,22,0.0,4,3/24/20,28083.0,0.0,0.0,No
4,Brevard,0,0.0,1,3/2/20,584050.0,0.0,0.0,No
73,Brevard,1,0.0,1,3/3/20,584050.0,0.0,0.0,No
142,Brevard,2,0.0,1,3/4/20,584050.0,0.0,0.0,No
211,Brevard,3,0.0,1,3/5/20,584050.0,0.0,0.0,No
280,Brevard,4,0.0,1,3/6/20,584050.0,0.0,0.0,No
349,Brevard,5,0.0,1,3/7/20,584050.0,0.0,0.0,No
418,Brevard,6,0.0,1,3/8/20,584050.0,0.0,0.0,No
487,Brevard,7,0.0,2,3/9/20,584050.0,0.0,0.0,No
556,Brevard,8,0.0,2,3/10/20,584050.0,0.0,0.0,No
625,Brevard,9,0.0,2,3/11/20,584050.0,0.0,0.0,No
694,Brevard,10,0.0,2,3/12/20,584050.0,0.0,0.0,No
763,Brevard,11,0.0,2,3/13/20,584050.0,0.0,0.0,No
832,Brevard,12,0.0,2,3/14/20,584050.0,0.0,0.0,No
901,Brevard,13,0.0,2,3/15/20,584050.0,0.0,0.0,No
970,Brevard,14,0.0,3,3/16/20,584050.0,0.0,0.0,No
1039,Brevard,15,1.0,3,3/17/20,584050.0,0.1712182176183546,1.0,Yes
1108,Brevard,16,1.0,3,3/18/20,584050.0,0.1712182176183546,0.0,Yes
1177,Brevard,17,1.0,3,3/19/20,584050.0,0.1712182176183546,0.0,Yes
1246,Brevard,18,1.0,3,3/20/20,584050.0,0.1712182176183546,0.0,Yes
1315,Brevard,19,1.0,3,3/21/20,584050.0,0.1712182176183546,0.0,Yes
1384,Brevard,20,2.0,3,3/22/20,584050.0,0.3424364352367092,1.0,Yes
1453,Brevard,21,0.0,4,3/23/20,584050.0,0.0,-2.0,No
1522,Brevard,22,2.0,4,3/24/20,584050.0,0.3424364352367092,2.0,Yes
5,Broward,0,0.0,1,3/2/20,1903210.0,0.0,0.0,No
74,Broward,1,0.0,1,3/3/20,1903210.0,0.0,0.0,No
143,Broward,2,0.0,1,3/4/20,1903210.0,0.0,0.0,No
212,Broward,3,0.0,1,3/5/20,1903210.0,0.0,0.0,No
281,Broward,4,0.0,1,3/6/20,1903210.0,0.0,0.0,No
350,Broward,5,2.0,1,3/7/20,1903210.0,0.10508561850767913,2.0,Yes
419,Broward,6,0.0,1,3/8/20,1903210.0,0.0,-2.0,No
488,Broward,7,1.0,2,3/9/20,1903210.0,0.05254280925383956,1.0,Yes
557,Broward,8,1.0,2,3/10/20,1903210.0,0.05254280925383956,0.0,Yes
626,Broward,9,0.0,2,3/11/20,1903210.0,0.0,-1.0,No
695,Broward,10,3.0,2,3/12/20,1903210.0,0.1576284277615187,3.0,Yes
764,Broward,11,5.0,2,3/13/20,1903210.0,0.2627140462691978,2.0,Yes
833,Broward,12,13.0,2,3/14/20,1903210.0,0.6830565202999144,8.0,Yes
902,Broward,13,16.0,2,3/15/20,1903210.0,0.840684948061433,3.0,Yes
971,Broward,14,6.0,3,3/16/20,1903210.0,0.3152568555230374,-10.0,No
1040,Broward,15,8.0,3,3/17/20,1903210.0,0.4203424740307165,2.0,Yes
1109,Broward,16,27.0,3,3/18/20,1903210.0,1.4186558498536683,19.0,Yes
1178,Broward,17,13.0,3,3/19/20,1903210.0,0.6830565202999144,-14.0,No
1247,Broward,18,31.0,3,3/20/20,1903210.0,1.6288270868690264,18.0,Yes
1316,Broward,19,39.0,3,3/21/20,1903210.0,2.049169560899743,8.0,Yes
1385,Broward,20,69.0,3,3/22/20,1903210.0,3.62545383851493,30.0,Yes
1454,Broward,21,43.0,4,3/23/20,1903210.0,2.2593407979151015,-26.0,No
1523,Broward,22,34.0,4,3/24/20,1903210.0,1.7864555146305452,-9.0,No
45,Calhoun,0,0.0,1,3/2/20,15315.0,0.0,0.0,No
114,Calhoun,1,0.0,1,3/3/20,15315.0,0.0,0.0,No
183,Calhoun,2,0.0,1,3/4/20,15315.0,0.0,0.0,No
252,Calhoun,3,0.0,1,3/5/20,15315.0,0.0,0.0,No
321,Calhoun,4,0.0,1,3/6/20,15315.0,0.0,0.0,No
390,Calhoun,5,0.0,1,3/7/20,15315.0,0.0,0.0,No
459,Calhoun,6,0.0,1,3/8/20,15315.0,0.0,0.0,No
528,Calhoun,7,0.0,2,3/9/20,15315.0,0.0,0.0,No
597,Calhoun,8,0.0,2,3/10/20,15315.0,0.0,0.0,No
666,Calhoun,9,0.0,2,3/11/20,15315.0,0.0,0.0,No
735,Calhoun,10,0.0,2,3/12/20,15315.0,0.0,0.0,No
804,Calhoun,11,0.0,2,3/13/20,15315.0,0.0,0.0,No
873,Calhoun,12,0.0,2,3/14/20,15315.0,0.0,0.0,No
942,Calhoun,13,0.0,2,3/15/20,15315.0,0.0,0.0,No
1011,Calhoun,14,0.0,3,3/16/20,15315.0,0.0,0.0,No
1080,Calhoun,15,0.0,3,3/17/20,15315.0,0.0,0.0,No
1149,Calhoun,16,0.0,3,3/18/20,15315.0,0.0,0.0,No
1218,Calhoun,17,0.0,3,3/19/20,15315.0,0.0,0.0,No
1287,Calhoun,18,0.0,3,3/20/20,15315.0,0.0,0.0,No
1356,Calhoun,19,0.0,3,3/21/20,15315.0,0.0,0.0,No
1425,Calhoun,20,0.0,3,3/22/20,15315.0,0.0,0.0,No
1494,Calhoun,21,0.0,4,3/23/20,15315.0,0.0,0.0,No
1563,Calhoun,22,0.0,4,3/24/20,15315.0,0.0,0.0,No
6,Charlotte,0,0.0,1,3/2/20,175413.0,0.0,0.0,No
75,Charlotte,1,0.0,1,3/3/20,175413.0,0.0,0.0,No
144,Charlotte,2,0.0,1,3/4/20,175413.0,0.0,0.0,No
213,Charlotte,3,0.0,1,3/5/20,175413.0,0.0,0.0,No
282,Charlotte,4,0.0,1,3/6/20,175413.0,0.0,0.0,No
351,Charlotte,5,0.0,1,3/7/20,175413.0,0.0,0.0,No
420,Charlotte,6,0.0,1,3/8/20,175413.0,0.0,0.0,No
489,Charlotte,7,1.0,2,3/9/20,175413.0,0.5700831751352523,1.0,Yes
558,Charlotte,8,0.0,2,3/10/20,175413.0,0.0,-1.0,No
627,Charlotte,9,0.0,2,3/11/20,175413.0,0.0,0.0,No
696,Charlotte,10,0.0,2,3/12/20,175413.0,0.0,0.0,No
765,Charlotte,11,0.0,2,3/13/20,175413.0,0.0,0.0,No
834,Charlotte,12,0.0,2,3/14/20,175413.0,0.0,0.0,No
903,Charlotte,13,0.0,2,3/15/20,175413.0,0.0,0.0,No
972,Charlotte,14,0.0,3,3/16/20,175413.0,0.0,0.0,No
1041,Charlotte,15,0.0,3,3/17/20,175413.0,0.0,0.0,No
1110,Charlotte,16,0.0,3,3/18/20,175413.0,0.0,0.0,No
1179,Charlotte,17,0.0,3,3/19/20,175413.0,0.0,0.0,No
1248,Charlotte,18,1.0,3,3/20/20,175413.0,0.5700831751352523,1.0,Yes
1317,Charlotte,19,0.0,3,3/21/20,175413.0,0.0,-1.0,No
1386,Charlotte,20,1.0,3,3/22/20,175413.0,0.5700831751352523,1.0,Yes
1455,Charlotte,21,0.0,4,3/23/20,175413.0,0.0,-1.0,No
1524,Charlotte,22,0.0,4,3/24/20,175413.0,0.0,0.0,No
7,Citrus,0,0.0,1,3/2/20,145164.0,0.0,0.0,No
76,Citrus,1,0.0,1,3/3/20,145164.0,0.0,0.0,No
145,Citrus,2,0.0,1,3/4/20,145164.0,0.0,0.0,No
214,Citrus,3,0.0,1,3/5/20,145164.0,0.0,0.0,No
283,Citrus,4,0.0,1,3/6/20,145164.0,0.0,0.0,No
352,Citrus,5,0.0,1,3/7/20,145164.0,0.0,0.0,No
421,Citrus,6,0.0,1,3/8/20,145164.0,0.0,0.0,No
490,Citrus,7,0.0,2,3/9/20,145164.0,0.0,0.0,No
559,Citrus,8,0.0,2,3/10/20,145164.0,0.0,0.0,No
628,Citrus,9,0.0,2,3/11/20,145164.0,0.0,0.0,No
697,Citrus,10,0.0,2,3/12/20,145164.0,0.0,0.0,No
766,Citrus,11,0.0,2,3/13/20,145164.0,0.0,0.0,No
835,Citrus,12,0.0,2,3/14/20,145164.0,0.0,0.0,No
904,Citrus,13,1.0,2,3/15/20,145164.0,0.6888760298696647,1.0,Yes
973,Citrus,14,0.0,3,3/16/20,145164.0,0.0,-1.0,No
1042,Citrus,15,1.0,3,3/17/20,145164.0,0.6888760298696647,1.0,Yes
1111,Citrus,16,1.0,3,3/18/20,145164.0,0.6888760298696647,0.0,Yes
1180,Citrus,17,0.0,3,3/19/20,145164.0,0.0,-1.0,No
1249,Citrus,18,2.0,3,3/20/20,145164.0,1.3777520597393293,2.0,Yes
1318,Citrus,19,3.0,3,3/21/20,145164.0,2.0666280896089937,1.0,Yes
1387,Citrus,20,1.0,3,3/22/20,145164.0,0.6888760298696647,-2.0,No
1456,Citrus,21,0.0,4,3/23/20,145164.0,0.0,-1.0,No
1525,Citrus,22,0.0,4,3/24/20,145164.0,0.0,0.0,No
8,Clay,0,0.0,1,3/2/20,213565.0,0.0,0.0,No
77,Clay,1,0.0,1,3/3/20,213565.0,0.0,0.0,No
146,Clay,2,0.0,1,3/4/20,213565.0,0.0,0.0,No
215,Clay,3,0.0,1,3/5/20,213565.0,0.0,0.0,No
284,Clay,4,0.0,1,3/6/20,213565.0,0.0,0.0,No
353,Clay,5,0.0,1,3/7/20,213565.0,0.0,0.0,No
422,Clay,6,0.0,1,3/8/20,213565.0,0.0,0.0,No
491,Clay,7,0.0,2,3/9/20,213565.0,0.0,0.0,No
560,Clay,8,0.0,2,3/10/20,213565.0,0.0,0.0,No
629,Clay,9,0.0,2,3/11/20,213565.0,0.0,0.0,No
698,Clay,10,0.0,2,3/12/20,213565.0,0.0,0.0,No
767,Clay,11,1.0,2,3/13/20,213565.0,0.4682415189754876,1.0,Yes
836,Clay,12,2.0,2,3/14/20,213565.0,0.9364830379509752,1.0,Yes
905,Clay,13,0.0,2,3/15/20,213565.0,0.0,-2.0,No
974,Clay,14,0.0,3,3/16/20,213565.0,0.0,0.0,No
1043,Clay,15,1.0,3,3/17/20,213565.0,0.4682415189754876,1.0,Yes
1112,Clay,16,0.0,3,3/18/20,213565.0,0.0,-1.0,No
1181,Clay,17,0.0,3,3/19/20,213565.0,0.0,0.0,No
1250,Clay,18,1.0,3,3/20/20,213565.0,0.4682415189754876,1.0,Yes
1319,Clay,19,1.0,3,3/21/20,213565.0,0.4682415189754876,0.0,Yes
1388,Clay,20,2.0,3,3/22/20,213565.0,0.9364830379509752,1.0,Yes
1457,Clay,21,0.0,4,3/23/20,213565.0,0.0,-2.0,No
1526,Clay,22,2.0,4,3/24/20,213565.0,0.9364830379509752,2.0,Yes
9,Collier,0,0.0,1,3/2/20,367471.0,0.0,0.0,No
78,Collier,1,0.0,1,3/3/20,367471.0,0.0,0.0,No
147,Collier,2,0.0,1,3/4/20,367471.0,0.0,0.0,No
216,Collier,3,0.0,1,3/5/20,367471.0,0.0,0.0,No
285,Collier,4,0.0,1,3/6/20,367471.0,0.0,0.0,No
354,Collier,5,0.0,1,3/7/20,367471.0,0.0,0.0,No
423,Collier,6,0.0,1,3/8/20,367471.0,0.0,0.0,No
492,Collier,7,0.0,2,3/9/20,367471.0,0.0,0.0,No
561,Collier,8,0.0,2,3/10/20,367471.0,0.0,0.0,No
630,Collier,9,3.0,2,3/11/20,367471.0,0.8163909532997162,3.0,Yes
699,Collier,10,0.0,2,3/12/20,367471.0,0.0,-3.0,No
768,Collier,11,0.0,2,3/13/20,367471.0,0.0,0.0,No
837,Collier,12,1.0,2,3/14/20,367471.0,0.27213031776657204,1.0,Yes
906,Collier,13,2.0,2,3/15/20,367471.0,0.5442606355331441,1.0,Yes
975,Collier,14,1.0,3,3/16/20,367471.0,0.27213031776657204,-1.0,No
1044,Collier,15,1.0,3,3/17/20,367471.0,0.27213031776657204,0.0,Yes
1113,Collier,16,5.0,3,3/18/20,367471.0,1.3606515888328603,4.0,Yes
1182,Collier,17,5.0,3,3/19/20,367471.0,1.3606515888328603,0.0,Yes
1251,Collier,18,9.0,3,3/20/20,367471.0,2.4491728598991487,4.0,Yes
1320,Collier,19,1.0,3,3/21/20,367471.0,0.27213031776657204,-8.0,No
1389,Collier,20,6.0,3,3/22/20,367471.0,1.6327819065994325,5.0,Yes
1458,Collier,21,5.0,4,3/23/20,367471.0,1.3606515888328603,-1.0,No
1527,Collier,22,2.0,4,3/24/20,367471.0,0.5442606355331441,-3.0,No
10,Columbia,0,0.0,1,3/2/20,69566.0,0.0,0.0,No
79,Columbia,1,0.0,1,3/3/20,69566.0,0.0,0.0,No
148,Columbia,2,0.0,1,3/4/20,69566.0,0.0,0.0,No
217,Columbia,3,0.0,1,3/5/20,69566.0,0.0,0.0,No
286,Columbia,4,0.0,1,3/6/20,69566.0,0.0,0.0,No
355,Columbia,5,0.0,1,3/7/20,69566.0,0.0,0.0,No
424,Columbia,6,0.0,1,3/8/20,69566.0,0.0,0.0,No
493,Columbia,7,0.0,2,3/9/20,69566.0,0.0,0.0,No
562,Columbia,8,0.0,2,3/10/20,69566.0,0.0,0.0,No
631,Columbia,9,0.0,2,3/11/20,69566.0,0.0,0.0,No
700,Columbia,10,0.0,2,3/12/20,69566.0,0.0,0.0,No
769,Columbia,11,0.0,2,3/13/20,69566.0,0.0,0.0,No
838,Columbia,12,0.0,2,3/14/20,69566.0,0.0,0.0,No
907,Columbia,13,0.0,2,3/15/20,69566.0,0.0,0.0,No
976,Columbia,14,0.0,3,3/16/20,69566.0,0.0,0.0,No
1045,Columbia,15,0.0,3,3/17/20,69566.0,0.0,0.0,No
1114,Columbia,16,0.0,3,3/18/20,69566.0,0.0,0.0,No
1183,Columbia,17,0.0,3,3/19/20,69566.0,0.0,0.0,No
1252,Columbia,18,0.0,3,3/20/20,69566.0,0.0,0.0,No
1321,Columbia,19,1.0,3,3/21/20,69566.0,1.4374838283069316,1.0,Yes
1390,Columbia,20,1.0,3,3/22/20,69566.0,1.4374838283069316,0.0,Yes
1459,Columbia,21,1.0,4,3/23/20,69566.0,1.4374838283069316,0.0,Yes
1528,Columbia,22,0.0,4,3/24/20,69566.0,0.0,-1.0,No
11,Dade,0,0.0,1,3/2/20,2804160.0,0.0,0.0,No
80,Dade,1,0.0,1,3/3/20,2804160.0,0.0,0.0,No
149,Dade,2,1.0,1,3/4/20,2804160.0,0.035661303206664385,1.0,Yes
218,Dade,3,0.0,1,3/5/20,2804160.0,0.0,-1.0,No
287,Dade,4,0.0,1,3/6/20,2804160.0,0.0,0.0,No
356,Dade,5,0.0,1,3/7/20,2804160.0,0.0,0.0,No
425,Dade,6,0.0,1,3/8/20,2804160.0,0.0,0.0,No
494,Dade,7,0.0,2,3/9/20,2804160.0,0.0,0.0,No
563,Dade,8,0.0,2,3/10/20,2804160.0,0.0,0.0,No
632,Dade,9,0.0,2,3/11/20,2804160.0,0.0,0.0,No
701,Dade,10,1.0,2,3/12/20,2804160.0,0.035661303206664385,1.0,Yes
770,Dade,11,2.0,2,3/13/20,2804160.0,0.07132260641332877,1.0,Yes
839,Dade,12,10.0,2,3/14/20,2804160.0,0.3566130320666438,8.0,Yes
908,Dade,13,8.0,2,3/15/20,2804160.0,0.2852904256533151,-2.0,No
977,Dade,14,7.0,3,3/16/20,2804160.0,0.2496291224466507,-1.0,No
1046,Dade,15,26.0,3,3/17/20,2804160.0,0.927193883373274,19.0,Yes
1115,Dade,16,24.0,3,3/18/20,2804160.0,0.8558712769599452,-2.0,No
1184,Dade,17,23.0,3,3/19/20,2804160.0,0.8202099737532809,-1.0,No
1253,Dade,18,23.0,3,3/20/20,2804160.0,0.8202099737532809,0.0,Yes
1322,Dade,19,50.0,3,3/21/20,2804160.0,1.783065160333219,27.0,Yes
1391,Dade,20,87.0,3,3/22/20,2804160.0,3.1025333789798015,37.0,Yes
1460,Dade,21,38.0,4,3/23/20,2804160.0,1.3551295218532466,-49.0,No
1529,Dade,22,38.0,4,3/24/20,2804160.0,1.3551295218532466,0.0,Yes
12,Desoto,0,0.0,1,3/2/20,35940.0,0.0,0.0,No
81,Desoto,1,0.0,1,3/3/20,35940.0,0.0,0.0,No
150,Desoto,2,0.0,1,3/4/20,35940.0,0.0,0.0,No
219,Desoto,3,0.0,1,3/5/20,35940.0,0.0,0.0,No
288,Desoto,4,0.0,1,3/6/20,35940.0,0.0,0.0,No
357,Desoto,5,0.0,1,3/7/20,35940.0,0.0,0.0,No
426,Desoto,6,0.0,1,3/8/20,35940.0,0.0,0.0,No
495,Desoto,7,0.0,2,3/9/20,35940.0,0.0,0.0,No
564,Desoto,8,0.0,2,3/10/20,35940.0,0.0,0.0,No
633,Desoto,9,0.0,2,3/11/20,35940.0,0.0,0.0,No
702,Desoto,10,0.0,2,3/12/20,35940.0,0.0,0.0,No
